0;0.0302734;0;0.0839844;31;86;
0.0302734;0.0673828;0;0.0839844;38;86;
0.0673828;0.112305;0;0.0839844;46;86;
0.112305;0.157227;0;0.0839844;46;86;
0.157227;0.232422;0;0.0839844;77;86;
0.232422;0.302734;0;0.0839844;72;86;
0.302734;0.319336;0;0.0839844;17;86;
0.319336;0.349609;0;0.0839844;31;86;
0.349609;0.379883;0;0.0839844;31;86;
0.379883;0.424805;0;0.0839844;46;86;
0.424805;0.475586;0;0.0839844;52;86;
0.475586;0.498047;0;0.0839844;23;86;
0;0.0302734;0.0839844;0.167969;31;86;
0.0302734;0.0527344;0.0839844;0.167969;23;86;
0.0527344;0.078125;0.0839844;0.167969;26;86;
0.078125;0.123047;0.0839844;0.167969;46;86;
0.123047;0.167969;0.0839844;0.167969;46;86;
0.167969;0.212891;0.0839844;0.167969;46;86;
0.212891;0.257813;0.0839844;0.167969;46;86;
0.257813;0.302734;0.0839844;0.167969;46;86;
0.302734;0.347656;0.0839844;0.167969;46;86;
0.347656;0.392578;0.0839844;0.167969;46;86;
0.392578;0.4375;0.0839844;0.167969;46;86;
0.4375;0.482422;0.0839844;0.167969;46;86;
0;0.0449219;0.167969;0.251953;46;86;
0.0449219;0.0703125;0.167969;0.251953;26;86;
0.0703125;0.0957031;0.167969;0.251953;26;86;
0.0957031;0.146484;0.167969;0.251953;52;86;
0.146484;0.197266;0.167969;0.251953;52;86;
0.197266;0.248047;0.167969;0.251953;52;86;
0.248047;0.288086;0.167969;0.251953;41;86;
0.288086;0.371094;0.167969;0.251953;85;86;
0.371094;0.435547;0.167969;0.251953;66;86;
0.435547;0.495117;0.167969;0.251953;61;86;
0.495117;0.554688;0.167969;0.251953;61;86;
0.554688;0.619141;0.167969;0.251953;66;86;
0;0.0546875;0.251953;0.335938;56;86;
0.0546875;0.104492;0.251953;0.335938;51;86;
0.104492;0.168945;0.251953;0.335938;66;86;
0.168945;0.233398;0.251953;0.335938;66;86;
0.233398;0.263672;0.251953;0.335938;31;86;
0.263672;0.298828;0.251953;0.335938;36;86;
0.298828;0.363281;0.251953;0.335938;66;86;
0.363281;0.417969;0.251953;0.335938;56;86;
0.417969;0.498047;0.251953;0.335938;82;86;
0.498047;0.5625;0.251953;0.335938;66;86;
0.5625;0.626953;0.251953;0.335938;66;86;
0.626953;0.676758;0.251953;0.335938;51;86;
0;0.0644531;0.335938;0.419922;66;86;
0.0644531;0.124023;0.335938;0.419922;61;86;
0.124023;0.173828;0.335938;0.419922;51;86;
0.173828;0.228516;0.335938;0.419922;56;86;
0.228516;0.292969;0.335938;0.419922;66;86;
0.292969;0.357422;0.335938;0.419922;66;86;
0.357422;0.442383;0.335938;0.419922;87;86;
0.442383;0.506836;0.335938;0.419922;66;86;
0.506836;0.571289;0.335938;0.419922;66;86;
0.571289;0.625977;0.335938;0.419922;56;86;
0.625977;0.65625;0.335938;0.419922;31;86;
0.65625;0.681641;0.335938;0.419922;26;86;
0;0.0302734;0.419922;0.503906;31;86;
0.0302734;0.0722656;0.419922;0.503906;43;86;
0.0722656;0.117188;0.419922;0.503906;46;86;
0.117188;0.147461;0.419922;0.503906;31;86;
0.147461;0.1875;0.419922;0.503906;41;86;
0.1875;0.232422;0.419922;0.503906;46;86;
0.232422;0.272461;0.419922;0.503906;41;86;
0.272461;0.317383;0.419922;0.503906;46;86;
0.317383;0.357422;0.419922;0.503906;41;86;
0.357422;0.387695;0.419922;0.503906;31;86;
0.387695;0.432617;0.419922;0.503906;46;86;
0.432617;0.477539;0.419922;0.503906;46;86;
0;0.0253906;0.503906;0.587891;26;86;
0.0253906;0.0507813;0.503906;0.587891;26;86;
0.0507813;0.0957031;0.503906;0.587891;46;86;
0.0957031;0.121094;0.503906;0.587891;26;86;
0.121094;0.191406;0.503906;0.587891;72;86;
0.191406;0.236328;0.503906;0.587891;46;86;
0.236328;0.28125;0.503906;0.587891;46;86;
0.28125;0.326172;0.503906;0.587891;46;86;
0.326172;0.371094;0.503906;0.587891;46;86;
0.371094;0.401367;0.503906;0.587891;31;86;
0.401367;0.436523;0.503906;0.587891;36;86;
0.436523;0.461914;0.503906;0.587891;26;86;
0;0.0449219;0.587891;0.671875;46;86;
0.0449219;0.0898438;0.587891;0.671875;46;86;
0.0898438;0.154297;0.587891;0.671875;66;86;
0.154297;0.199219;0.587891;0.671875;46;86;
0.199219;0.244141;0.587891;0.671875;46;86;
0.244141;0.28418;0.587891;0.671875;41;86;
0.28418;0.327148;0.587891;0.671875;44;86;
0.327148;0.344727;0.587891;0.671875;18;86;
0.344727;0.387695;0.587891;0.671875;44;86;
0.387695;0.436523;0.587891;0.671875;50;86;
